SONG_ID,SOURCE,ANNOTATOR1,ANNOTATOR2,SONG_DURATION,SONG_TITLE,ARTIST,ANNOTATION_TIME1,ANNOTATION_TIME2,TEXTFILE1,TEXTFILE2,CLASS,GENRE,SUBMISSION_DATE1,SUBMISSION_DATE2,SONG_WAS_DISCARDED_FLAG,XEQS1,XEQS2
1288,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Pete_Thurston/Whiskey_Song,307,,Whiskey_Song,Pete_Thurston,mp3,10,15,/srv/salami/data/IA/Live_Music_Archive/Pete_Thurston/Whiskey_Song/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Pete_Thurston/Whiskey_Song/textfile2.txt,Live_Music_Archive,,2010-08-31,2010-12-30,0,FALSE,0,0
1290,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Peter_Prince_and_the_Trama_Unit/Cryin,343,,Cryin,Peter_Prince_and_the_Trama_Unit,mp3,20,20,/srv/salami/data/IA/Live_Music_Archive/Peter_Prince_and_the_Trama_Unit/Cryin/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Peter_Prince_and_the_Trama_Unit/Cryin/textfile2.txt,Live_Music_Archive,,2010-08-22,2010-12-26,0,FALSE,0,0
1292,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Pia_Mater/China_Girl,682,,China_Girl,Pia_Mater,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Pia_Mater/China_Girl/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1294,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Pinback/Bouquet,281,,Bouquet,Pinback,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Pinback/Bouquet/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1296,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Polydypsia/First_Tube,267,,First_Tube,Polydypsia,mp3,15,20,/srv/salami/data/IA/Live_Music_Archive/Polydypsia/First_Tube/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Polydypsia/First_Tube/textfile2.txt,Live_Music_Archive,,2010-10-27,2010-08-22,0,FALSE,0,0
1298,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Post_Junction/Evolution,348,,Evolution,Post_Junction,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Post_Junction/Evolution/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1300,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Quinn_W_Shagbark/Alligator_Hearts,599,,Alligator_Hearts,Quinn_W_Shagbark,mp3,25,,/srv/salami/data/IA/Live_Music_Archive/Quinn_W_Shagbark/Alligator_Hearts/textfile1.txt,,Live_Music_Archive,,2011-04-11,,0,FALSE,0,0
1302,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/REK/BusTrain,356,,BusTrain,REK,mp3,15,25,/srv/salami/data/IA/Live_Music_Archive/REK/BusTrain/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/REK/BusTrain/textfile2.txt,Live_Music_Archive,,2010-10-01,2010-08-02,0,FALSE,0,0
1304,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Rachel_Leber/The_Weight,251,,The_Weight,Rachel_Leber,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Rachel_Leber/The_Weight/textfile1.txt,,Live_Music_Archive,,2011-04-13,,0,FALSE,0,0
1306,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Railroad_Earth/Dandelion_Wine,361,,Dandelion_Wine,Railroad_Earth,mp3,20,15,/srv/salami/data/IA/Live_Music_Archive/Railroad_Earth/Dandelion_Wine/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Railroad_Earth/Dandelion_Wine/textfile2.txt,Live_Music_Archive,,2010-09-22,2010-08-31,0,FALSE,0,0
1308,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Ralph_Roddenbery_Band/d2t04_I_Know_Youll_Find,331,,d2t04_I_Know_Youll_Find,Ralph_Roddenbery_Band,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Ralph_Roddenbery_Band/d2t04_I_Know_Youll_Find/textfile1.txt,,Live_Music_Archive,,2011-04-11,,0,FALSE,0,0
1310,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Reed_Foehl/Turn_Your_Lights_Down_Low_Bob_Marley,403,,Turn_Your_Lights_Down_Low_Bob_Marley,Reed_Foehl,mp3,25,20,/srv/salami/data/IA/Live_Music_Archive/Reed_Foehl/Turn_Your_Lights_Down_Low_Bob_Marley/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Reed_Foehl/Turn_Your_Lights_Down_Low_Bob_Marley/textfile2.txt,Live_Music_Archive,,2010-12-05,2010-08-31,0,FALSE,0,0
1312,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Reggie_Watson/The_Night,593,,The_Night,Reggie_Watson,mp3,30,,/srv/salami/data/IA/Live_Music_Archive/Reggie_Watson/The_Night/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,FALSE,0,0
1314,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Ric_Soens_and_Jimi_Tarnowski_Tavern_Tour/Im_always_in_Love,192,,Im_always_in_Love,Ric_Soens_and_Jimi_Tarnowski_Tavern_Tour,mp3,10,25,/srv/salami/data/IA/Live_Music_Archive/Ric_Soens_and_Jimi_Tarnowski_Tavern_Tour/Im_always_in_Love/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Ric_Soens_and_Jimi_Tarnowski_Tavern_Tour/Im_always_in_Love/textfile2.txt,Live_Music_Archive,,2010-08-31,2010-07-29,0,FALSE,0,0
1316,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Robbie_Schaefer/And_The_Rain_Crashed_Down,250,,And_The_Rain_Crashed_Down,Robbie_Schaefer,mp3,20,15,/srv/salami/data/IA/Live_Music_Archive/Robbie_Schaefer/And_The_Rain_Crashed_Down/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Robbie_Schaefer/And_The_Rain_Crashed_Down/textfile2.txt,Live_Music_Archive,,2010-08-31,2010-12-30,0,FALSE,0,0
1318,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Robert_Walters_20th_Congress/rwtc20040421d2t3flac,201,,rwtc20040421d2t3flac,Robert_Walters_20th_Congress,mp3,15,20,/srv/salami/data/IA/Live_Music_Archive/Robert_Walters_20th_Congress/rwtc20040421d2t3flac/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Robert_Walters_20th_Congress/rwtc20040421d2t3flac/textfile2.txt,Live_Music_Archive,,2010-08-14,2010-12-26,0,FALSE,0,0
1320,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Rootstand/Tuning__Intro,289,,Tuning__Intro,Rootstand,mp3,,,,,Live_Music_Archive,,,,0,TRUE,0,0
1322,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Rubblebucket/Kuma,393,,Kuma,Rubblebucket,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Rubblebucket/Kuma/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1324,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Rumpke_Mountain_Boys/rumpkemb032808set2t02flac,373,,rumpkemb032808set2t02flac,Rumpke_Mountain_Boys,mp3,15,15,/srv/salami/data/IA/Live_Music_Archive/Rumpke_Mountain_Boys/rumpkemb032808set2t02flac/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Rumpke_Mountain_Boys/rumpkemb032808set2t02flac/textfile2.txt,Live_Music_Archive,,2010-10-05,2010-08-26,0,FALSE,0,0
1326,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Ryan_Adams/To_Be_Young_Is_To_Be_Sad_Is_To_Be_High,303,,To_Be_Young_Is_To_Be_Sad_Is_To_Be_High,Ryan_Adams,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Ryan_Adams/To_Be_Young_Is_To_Be_Sad_Is_To_Be_High/textfile1.txt,,Live_Music_Archive,,2011-04-12,,0,FALSE,0,0
1328,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Ryan_Miller/Galway_Girl,216,,Galway_Girl,Ryan_Miller,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Ryan_Miller/Galway_Girl/textfile1.txt,,Live_Music_Archive,,2011-04-13,,0,FALSE,0,0
1330,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Sara_Petite/She_arives_with_the_sunshine,179,,She_arives_with_the_sunshine,Sara_Petite,mp3,15,12,/srv/salami/data/IA/Live_Music_Archive/Sara_Petite/She_arives_with_the_sunshine/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Sara_Petite/She_arives_with_the_sunshine/textfile2.txt,Live_Music_Archive,,2010-10-01,2010-08-01,0,FALSE,0,0
1332,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Scam/People_See,270,,People_See,Scam,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Scam/People_See/textfile1.txt,,Live_Music_Archive,,2011-04-18,,0,FALSE,0,0
1334,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Secret_Government/Troubled_Times,322,,Troubled_Times,Secret_Government,mp3,15,20,/srv/salami/data/IA/Live_Music_Archive/Secret_Government/Troubled_Times/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Secret_Government/Troubled_Times/textfile2.txt,Live_Music_Archive,,2010-09-22,2010-09-01,0,FALSE,0,0
1336,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Sfunk/Chocolate,489,,Chocolate,Sfunk,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Sfunk/Chocolate/textfile1.txt,,Live_Music_Archive,,2011-04-15,,0,FALSE,0,0
1338,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Shawn_Nelson_and_the_Ramblers/New_Orleans,279,,New_Orleans,Shawn_Nelson_and_the_Ramblers,mp3,15,10,/srv/salami/data/IA/Live_Music_Archive/Shawn_Nelson_and_the_Ramblers/New_Orleans/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Shawn_Nelson_and_the_Ramblers/New_Orleans/textfile2.txt,Live_Music_Archive,,2010-10-27,2010-09-01,0,FALSE,0,0
1340,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Silence_The_Sky/Track_03,283,,Track_03,Silence_The_Sky,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Silence_The_Sky/Track_03/textfile1.txt,,Live_Music_Archive,,2011-04-18,,0,FALSE,0,0
1342,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Sim_Redmond_Band/Life_is_Water,280,,Life_is_Water,Sim_Redmond_Band,mp3,10,15,/srv/salami/data/IA/Live_Music_Archive/Sim_Redmond_Band/Life_is_Water/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Sim_Redmond_Band/Life_is_Water/textfile2.txt,Live_Music_Archive,,2010-09-01,2010-08-04,0,FALSE,0,0
1344,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Sky_Burial/Dyin_All_Day_At_The_Hotel_Evergreen,306,,Dyin_All_Day_At_The_Hotel_Evergreen,Sky_Burial,mp3,15,15,/srv/salami/data/IA/Live_Music_Archive/Sky_Burial/Dyin_All_Day_At_The_Hotel_Evergreen/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Sky_Burial/Dyin_All_Day_At_The_Hotel_Evergreen/textfile2.txt,Live_Music_Archive,,2010-09-01,2010-12-30,0,FALSE,0,0
1346,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Slammin_Jack/Half_a_Mind,615,,Half_a_Mind,Slammin_Jack,mp3,25,30,/srv/salami/data/IA/Live_Music_Archive/Slammin_Jack/Half_a_Mind/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Slammin_Jack/Half_a_Mind/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-12-27,0,FALSE,0,0
1348,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Slo_Mo/Cuidado,215,,Cuidado,Slo_Mo,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Slo_Mo/Cuidado/textfile1.txt,,Live_Music_Archive,,2011-04-18,,0,FALSE,0,0
1350,IA,4,5,/srv/salami/data/IA/Live_Music_Archive/Smashing_Pumpkins/Perfect,204,,Perfect,Smashing_Pumpkins,mp3,15,30,/srv/salami/data/IA/Live_Music_Archive/Smashing_Pumpkins/Perfect/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Smashing_Pumpkins/Perfect/textfile2.txt,Live_Music_Archive,,2010-10-05,2010-08-06,0,FALSE,0,0
1352,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Snuckafoo/Bucket_of_Ham,368,,Bucket_of_Ham,Snuckafoo,mp3,20,25,/srv/salami/data/IA/Live_Music_Archive/Snuckafoo/Bucket_of_Ham/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Snuckafoo/Bucket_of_Ham/textfile2.txt,Live_Music_Archive,,2010-10-05,2010-08-04,0,FALSE,0,0
1354,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/SoloS_Unit/Old_Time_Musik,502,,Old_Time_Musik,SoloS_Unit,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/SoloS_Unit/Old_Time_Musik/textfile1.txt,,Live_Music_Archive,,2011-04-14,,0,FALSE,0,0
1356,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Sons_of_Bill/Song_Is_All,294,,Song_Is_All,Sons_of_Bill,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Sons_of_Bill/Song_Is_All/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1358,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Southern_Culture_On_The_Skids/The_Wet_Spot,157,,The_Wet_Spot,Southern_Culture_On_The_Skids,mp3,10,10,/srv/salami/data/IA/Live_Music_Archive/Southern_Culture_On_The_Skids/The_Wet_Spot/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Southern_Culture_On_The_Skids/The_Wet_Spot/textfile2.txt,Live_Music_Archive,,2010-10-01,2010-08-04,0,FALSE,0,0
1360,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Spookie_Daly_Pride/Pleasure_Appointment,351,,Pleasure_Appointment,Spookie_Daly_Pride,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Spookie_Daly_Pride/Pleasure_Appointment/textfile1.txt,,Live_Music_Archive,,2011-04-19,,0,FALSE,0,0
1362,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Spred_The_Dub/Track_4,239,,Track_4,Spred_The_Dub,mp3,15,10,/srv/salami/data/IA/Live_Music_Archive/Spred_The_Dub/Track_4/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Spred_The_Dub/Track_4/textfile2.txt,Live_Music_Archive,,2010-09-22,2010-09-01,0,FALSE,0,0
1364,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/State_Your_Mind/Sparks_From_The_Fire,438,,Sparks_From_The_Fire,State_Your_Mind,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/State_Your_Mind/Sparks_From_The_Fire/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1366,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Stellar_Road/Fresh_Jam___Rain,652,,Fresh_Jam___Rain,Stellar_Road,mp3,20,25,/srv/salami/data/IA/Live_Music_Archive/Stellar_Road/Fresh_Jam___Rain/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Stellar_Road/Fresh_Jam___Rain/textfile2.txt,Live_Music_Archive,,2010-10-27,2010-09-01,0,FALSE,0,0
1368,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Steve_Johnson__Band_/Walls_Of_Jordan,415,,Walls_Of_Jordan,Steve_Johnson__Band_,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Steve_Johnson__Band_/Walls_Of_Jordan/textfile1.txt,,Live_Music_Archive,,2011-04-15,,0,FALSE,0,0
1370,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Stichprobe/Unter_dem_Radar,240,,Unter_dem_Radar,Stichprobe,mp3,10,15,/srv/salami/data/IA/Live_Music_Archive/Stichprobe/Unter_dem_Radar/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Stichprobe/Unter_dem_Radar/textfile2.txt,Live_Music_Archive,,2010-09-01,2010-08-04,0,FALSE,0,0
1372,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Stone_Groove/Nothing_Left_to_Burn,327,,Nothing_Left_to_Burn,Stone_Groove,mp3,50,15,/srv/salami/data/IA/Live_Music_Archive/Stone_Groove/Nothing_Left_to_Burn/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Stone_Groove/Nothing_Left_to_Burn/textfile2.txt,Live_Music_Archive,,2010-09-01,2010-12-30,0,FALSE,0,0
1374,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Strike_Anywhere/Extinguish,181,,Extinguish,Strike_Anywhere,mp3,18,20,/srv/salami/data/IA/Live_Music_Archive/Strike_Anywhere/Extinguish/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Strike_Anywhere/Extinguish/textfile2.txt,Live_Music_Archive,,2010-08-04,2010-12-27,0,FALSE,0,0
1376,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Subdudes/banter,92,,banter,Subdudes,mp3,2,,/srv/salami/data/IA/Live_Music_Archive/Subdudes/banter/textfile1.txt,,Live_Music_Archive,,2011-04-12,,0,FALSE,0,0
1378,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Sunday_Gravy/Redemption_Song_,394,,Redemption_Song_,Sunday_Gravy,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/Sunday_Gravy/Redemption_Song_/textfile1.txt,,Live_Music_Archive,,2011-04-15,,0,FALSE,0,0
1380,IA,2,7,/srv/salami/data/IA/Live_Music_Archive/Super_400/Emergency,256,,Emergency,Super_400,mp3,20,15,/srv/salami/data/IA/Live_Music_Archive/Super_400/Emergency/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Super_400/Emergency/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-08-20,0,FALSE,0,0
1382,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Suzanne_Michell_Trio/Amazing_Grace,165,,Amazing_Grace,Suzanne_Michell_Trio,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/Suzanne_Michell_Trio/Amazing_Grace/textfile1.txt,,Live_Music_Archive,,2011-04-19,,0,FALSE,0,0
1384,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/TUGG___The_Under_Ground_Groovement/Break_Away_Tonight,356,,Break_Away_Tonight,TUGG___The_Under_Ground_Groovement,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/TUGG___The_Under_Ground_Groovement/Break_Away_Tonight/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1386,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Telepath/Another_Hero,531,,Another_Hero,Telepath,mp3,20,25,/srv/salami/data/IA/Live_Music_Archive/Telepath/Another_Hero/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Telepath/Another_Hero/textfile2.txt,Live_Music_Archive,,2010-10-01,2010-08-21,0,FALSE,0,0
1388,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Afromotive/Ya_Ti_Li,510,,Ya_Ti_Li,The_Afromotive,mp3,30,,/srv/salami/data/IA/Live_Music_Archive/The_Afromotive/Ya_Ti_Li/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1390,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/The_Alchemystics/I_Got_Your_Number,288,,I_Got_Your_Number,The_Alchemystics,mp3,15,15,/srv/salami/data/IA/Live_Music_Archive/The_Alchemystics/I_Got_Your_Number/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Alchemystics/I_Got_Your_Number/textfile2.txt,Live_Music_Archive,,2010-09-23,2010-09-01,0,FALSE,0,0
1392,IA,4,8,/srv/salami/data/IA/Live_Music_Archive/The_Amorphous_Band/track_1_,325,,track_1_,The_Amorphous_Band,mp3,15,30,/srv/salami/data/IA/Live_Music_Archive/The_Amorphous_Band/track_1_/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Amorphous_Band/track_1_/textfile2.txt,Live_Music_Archive,,2010-09-23,2010-08-06,0,FALSE,0,0
1394,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/The_Argument/Soaked,264,,Soaked,The_Argument,mp3,15,15,/srv/salami/data/IA/Live_Music_Archive/The_Argument/Soaked/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Argument/Soaked/textfile2.txt,Live_Music_Archive,,2010-10-27,2010-09-01,0,FALSE,0,0
1396,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Band_Cover_Band_Band/Stagefright,298,,Stagefright,The_Band_Cover_Band_Band,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/The_Band_Cover_Band_Band/Stagefright/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1398,IA,10,10,/srv/salami/data/IA/Live_Music_Archive/The_Big_Scare/Drumz__,199,,Drumz__,The_Big_Scare,mp3,6,7,,,Live_Music_Archive,,2011-01-31,2010-08-22,0,TRUE,0,0
1400,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/The_Bloody_9s/Bicycle,334,,Bicycle,The_Bloody_9s,mp3,10,15,/srv/salami/data/IA/Live_Music_Archive/The_Bloody_9s/Bicycle/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Bloody_9s/Bicycle/textfile2.txt,Live_Music_Archive,,2010-09-01,2010-12-29,0,FALSE,0,0
1402,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/The_Brew/Machine,677,,Machine,The_Brew,mp3,35,30,/srv/salami/data/IA/Live_Music_Archive/The_Brew/Machine/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Brew/Machine/textfile2.txt,Live_Music_Archive,,2010-08-25,2010-12-28,0,FALSE,0,0
1404,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Cruize_Brothers/I_Wonder_Why_Are_You_So_Mean_To_Me,251,,I_Wonder_Why_Are_You_So_Mean_To_Me,The_Cruize_Brothers,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/The_Cruize_Brothers/I_Wonder_Why_Are_You_So_Mean_To_Me/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1406,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Dirtbombs/dirtbombs20050715d01t05flac,170,,dirtbombs20050715d01t05flac,The_Dirtbombs,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/The_Dirtbombs/dirtbombs20050715d01t05flac/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1408,IA,2,7,/srv/salami/data/IA/Live_Music_Archive/The_Emotron/Bigger_Than_JC,161,,Bigger_Than_JC,The_Emotron,mp3,15,10,/srv/salami/data/IA/Live_Music_Archive/The_Emotron/Bigger_Than_JC/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Emotron/Bigger_Than_JC/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-08-21,0,FALSE,0,0
1410,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Genius_Project/gloom_merchant___letters_fall,408,,gloom_merchant___letters_fall,The_Genius_Project,mp3,,,,,Live_Music_Archive,,,,0,TRUE,0,0
1412,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Great_Big_No_/Silver_City__,248,,Silver_City__,The_Great_Big_No_,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/The_Great_Big_No_/Silver_City__/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1414,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/The_Hue/A_Prior_Engagement,240,,A_Prior_Engagement,The_Hue,mp3,15,15,/srv/salami/data/IA/Live_Music_Archive/The_Hue/A_Prior_Engagement/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Hue/A_Prior_Engagement/textfile2.txt,Live_Music_Archive,,2010-10-01,2010-08-08,0,FALSE,0,0
1416,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Isosceles_Triangle/1820,448,,1820,The_Isosceles_Triangle,mp3,15,,/srv/salami/data/IA/Live_Music_Archive/The_Isosceles_Triangle/1820/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
1418,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/The_Kreptatka_Bar_Band/Krepatka,227,,Krepatka,The_Kreptatka_Bar_Band,mp3,15,25,/srv/salami/data/IA/Live_Music_Archive/The_Kreptatka_Bar_Band/Krepatka/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Kreptatka_Bar_Band/Krepatka/textfile2.txt,Live_Music_Archive,,2010-09-23,2010-09-01,0,FALSE,0,0
1420,IA,4,8,/srv/salami/data/IA/Live_Music_Archive/The_Lost/Aint_To_Proud_To_Beg,224,,Aint_To_Proud_To_Beg,The_Lost,mp3,15,30,/srv/salami/data/IA/Live_Music_Archive/The_Lost/Aint_To_Proud_To_Beg/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Lost/Aint_To_Proud_To_Beg/textfile2.txt,Live_Music_Archive,,2010-09-23,2010-08-06,0,FALSE,0,0
1422,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/The_Milkcrate_Rustlers/banjo_picking_girl,218,,banjo_picking_girl,The_Milkcrate_Rustlers,mp3,15,10,/srv/salami/data/IA/Live_Music_Archive/The_Milkcrate_Rustlers/banjo_picking_girl/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Milkcrate_Rustlers/banjo_picking_girl/textfile2.txt,Live_Music_Archive,,2010-10-27,2010-09-01,0,FALSE,0,0
1424,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_New_Amsterdams/Worse_for_the_Wear,249,,Worse_for_the_Wear,The_New_Amsterdams,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/The_New_Amsterdams/Worse_for_the_Wear/textfile1.txt,,Live_Music_Archive,,2011-05-19,,0,FALSE,0,0
1426,IA,10,10,/srv/salami/data/IA/Live_Music_Archive/The_Ort_Phenomenon/op20030725d1t8shn,113,,op20030725d1t8shn,The_Ort_Phenomenon,mp3,6,7,,,Live_Music_Archive,,2011-01-31,2010-08-04,0,TRUE,0,0
1428,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/The_Pimps_of_Joytime/Joytime_Radio,399,,Joytime_Radio,The_Pimps_of_Joytime,mp3,15,20,/srv/salami/data/IA/Live_Music_Archive/The_Pimps_of_Joytime/Joytime_Radio/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/The_Pimps_of_Joytime/Joytime_Radio/textfile2.txt,Live_Music_Archive,,2010-09-01,2010-12-29,0,FALSE,0,0
1430,IA,10,10,/srv/salami/data/IA/Live_Music_Archive/The_Prophecy_of_Bob/Mr_Bubbikins__,228,,Mr_Bubbikins__,The_Prophecy_of_Bob,mp3,7,9,,,Live_Music_Archive,,2010-08-04,2011-01-31,0,TRUE,0,0
1432,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/The_Red_Hots/McMichens_Breakdown,363,,McMichens_Breakdown,The_Red_Hots,mp3,10,,/srv/salami/data/IA/Live_Music_Archive/The_Red_Hots/McMichens_Breakdown/textfile1.txt,,Live_Music_Archive,,2011-05-18,,0,FALSE,0,0
